token,symbol,name,exch_seg,expiry,instrumenttype
100033,IDFCFIRSTB26DEC2467PE,IDFCFIRSTB,NFO,26DEC2024,OPTSTK
100126,EXIDEIND26DEC24380PE,EXIDEIND,NFO,26DEC2024,OPTSTK
100131,JSWSTEEL27FEB25880CE,JSWSTEEL,NFO,27FEB2025,OPTSTK
100132,JSWSTEEL27FEB25880PE,JSWSTEEL,NFO,27FEB2025,OPTSTK
100141,EXIDEIND26DEC24440CE,EXIDEIND,NFO,26DEC2024,OPTSTK
100143,JSWSTEEL27FEB25960CE,JSWSTEEL,NFO,27FEB2025,OPTSTK
100146,EXIDEIND26DEC24460PE,EXIDEIND,NFO,26DEC2024,OPTSTK
100158,JSWSTEEL27FEB251020PE,JSWSTEEL,NFO,27FEB2025,OPTSTK
100172,JSWSTEEL27FEB251160PE,JSWSTEEL,NFO,27FEB2025,OPTSTK
100314,JUBLFOOD30JAN25570CE,JUBLFOOD,NFO,30JAN2025,OPTSTK
100317,JUBLFOOD30JAN25590PE,JUBLFOOD,NFO,30JAN2025,OPTSTK
100322,JUBLFOOD30JAN25650CE,JUBLFOOD,NFO,30JAN2025,OPTSTK
100332,JUBLFOOD30JAN25750CE,JUBLFOOD,NFO,30JAN2025,OPTSTK
100403,JUBLFOOD27FEB25680PE,JUBLFOOD,NFO,27FEB2025,OPTSTK
100406,JUBLFOOD27FEB25700PE,JUBLFOOD,NFO,27FEB2025,OPTSTK
100414,JUBLFOOD27FEB25760CE,JUBLFOOD,NFO,27FEB2025,OPTSTK
100420,IEX26DEC24212.5PE,IEX,NFO,26DEC2024,OPTSTK
100473,JUBLFOOD27FEB25840CE,JUBLFOOD,NFO,27FEB2025,OPTSTK
100642,IEX30JAN25150PE,IEX,NFO,30JAN2025,OPTSTK
100655,IEX30JAN25170CE,IEX,NFO,30JAN2025,OPTSTK
100668,IEX30JAN25185PE,IEX,NFO,30JAN2025,OPTSTK
100676,IEX30JAN25190PE,IEX,NFO,30JAN2025,OPTSTK
100683,FEDERALBNK26DEC24240CE,FEDERALBNK,NFO,26DEC2024,OPTSTK
100686,FEDERALBNK26DEC24245PE,FEDERALBNK,NFO,26DEC2024,OPTSTK
100694,IEX30JAN25220CE,IEX,NFO,30JAN2025,OPTSTK
100711,KALYANKJIL26DEC24690PE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100738,IGL26DEC24430PE,IGL,NFO,26DEC2024,OPTSTK
100754,KALYANKJIL26DEC24750CE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100759,KALYANKJIL26DEC24770PE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100790,KALYANKJIL26DEC24870CE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100818,IGL30JAN25240CE,IGL,NFO,30JAN2025,OPTSTK
100851,KALYANKJIL30JAN25620CE,KALYANKJIL,NFO,30JAN2025,OPTSTK
100852,KALYANKJIL30JAN25620PE,KALYANKJIL,NFO,30JAN2025,OPTSTK
100864,KALYANKJIL30JAN25680PE,KALYANKJIL,NFO,30JAN2025,OPTSTK
100942,IGL30JAN25340PE,IGL,NFO,30JAN2025,OPTSTK
100961,IGL30JAN25380PE,IGL,NFO,30JAN2025,OPTSTK
100962,KALYANKJIL27FEB25640CE,KALYANKJIL,NFO,27FEB2025,OPTSTK
100968,IGL30JAN25400CE,IGL,NFO,30JAN2025,OPTSTK
100982,IGL30JAN25420CE,IGL,NFO,30JAN2025,OPTSTK
100994,IGL30JAN25460PE,IGL,NFO,30JAN2025,OPTSTK
100995,IGL30JAN25480CE,IGL,NFO,30JAN2025,OPTSTK
101055,INDHOTEL26DEC24810PE,INDHOTEL,NFO,26DEC2024,OPTSTK
101086,KALYANKJIL27FEB25720CE,KALYANKJIL,NFO,27FEB2025,OPTSTK
101202,KALYANKJIL27FEB25820PE,KALYANKJIL,NFO,27FEB2025,OPTSTK
101203,KALYANKJIL27FEB25840CE,KALYANKJIL,NFO,27FEB2025,OPTSTK
101229,INDHOTEL30JAN25760PE,INDHOTEL,NFO,30JAN2025,OPTSTK
101233,INDHOTEL30JAN25780PE,INDHOTEL,NFO,30JAN2025,OPTSTK
101256,KEI26DEC244100CE,KEI,NFO,26DEC2024,OPTSTK
101259,INDHOTEL30JAN25800PE,INDHOTEL,NFO,30JAN2025,OPTSTK
101333,INDIAMART26DEC242050CE,INDIAMART,NFO,26DEC2024,OPTSTK
101338,INDIAMART26DEC242250PE,INDIAMART,NFO,26DEC2024,OPTSTK
101349,INDIAMART26DEC242650PE,INDIAMART,NFO,26DEC2024,OPTSTK
101408,KEI30JAN254300CE,KEI,NFO,30JAN2025,OPTSTK
101444,INDIAMART30JAN252000PE,INDIAMART,NFO,30JAN2025,OPTSTK
101451,INDIAMART30JAN252200CE,INDIAMART,NFO,30JAN2025,OPTSTK
101546,INDIGO26DEC244150PE,INDIGO,NFO,26DEC2024,OPTSTK
101544,INDIGO26DEC244050PE,INDIGO,NFO,26DEC2024,OPTSTK
101554,KEI27FEB253800CE,KEI,NFO,27FEB2025,OPTSTK
101562,INDIGO26DEC244750PE,INDIGO,NFO,26DEC2024,OPTSTK
101575,KEI27FEB254800CE,KEI,NFO,27FEB2025,OPTSTK
101584,INDIGO26DEC244950CE,INDIGO,NFO,26DEC2024,OPTSTK
101673,KOTAKBANK30JAN251780CE,KOTAKBANK,NFO,30JAN2025,OPTSTK
101767,GAIL26DEC24150PE,GAIL,NFO,26DEC2024,OPTSTK
101784,GAIL26DEC24190CE,GAIL,NFO,26DEC2024,OPTSTK
101805,INDIGO30JAN254300CE,INDIGO,NFO,30JAN2025,OPTSTK
101814,GAIL26DEC24225PE,GAIL,NFO,26DEC2024,OPTSTK
101815,INDIGO30JAN254500PE,INDIGO,NFO,30JAN2025,OPTSTK
101821,INDIGO30JAN254700PE,INDIGO,NFO,30JAN2025,OPTSTK
101888,INDUSINDBK26DEC24900PE,INDUSINDBK,NFO,26DEC2024,OPTSTK
101930,KOTAKBANK27FEB251720PE,KOTAKBANK,NFO,27FEB2025,OPTSTK
101933,KOTAKBANK27FEB251800CE,KOTAKBANK,NFO,27FEB2025,OPTSTK
101934,KOTAKBANK27FEB251800PE,KOTAKBANK,NFO,27FEB2025,OPTSTK
101945,KOTAKBANK27FEB251920CE,KOTAKBANK,NFO,27FEB2025,OPTSTK
102183,KPITTECH26DEC241300CE,KPITTECH,NFO,26DEC2024,OPTSTK
102193,KPITTECH26DEC241400CE,KPITTECH,NFO,26DEC2024,OPTSTK
102194,KPITTECH26DEC241400PE,KPITTECH,NFO,26DEC2024,OPTSTK
102208,KPITTECH26DEC241480CE,KPITTECH,NFO,26DEC2024,OPTSTK
102223,INDUSINDBK30JAN25840PE,INDUSINDBK,NFO,30JAN2025,OPTSTK
102224,INDUSINDBK30JAN25880CE,INDUSINDBK,NFO,30JAN2025,OPTSTK
102248,INDUSINDBK30JAN251360CE,INDUSINDBK,NFO,30JAN2025,OPTSTK
102299,KPITTECH26DEC241620PE,KPITTECH,NFO,26DEC2024,OPTSTK
102311,KPITTECH26DEC241720PE,KPITTECH,NFO,26DEC2024,OPTSTK
102396,KPITTECH30JAN251200CE,KPITTECH,NFO,30JAN2025,OPTSTK
102415,KPITTECH30JAN251220CE,KPITTECH,NFO,30JAN2025,OPTSTK
102435,INDUSTOWER30JAN25420PE,INDUSTOWER,NFO,30JAN2025,OPTSTK
102481,KPITTECH30JAN251340CE,KPITTECH,NFO,30JAN2025,OPTSTK
102483,KPITTECH30JAN251360CE,KPITTECH,NFO,30JAN2025,OPTSTK
102489,KPITTECH30JAN251420CE,KPITTECH,NFO,30JAN2025,OPTSTK
102523,INFY26DEC241700PE,INFY,NFO,26DEC2024,OPTSTK
102547,INFY26DEC241940CE,INFY,NFO,26DEC2024,OPTSTK
102551,INFY26DEC242020CE,INFY,NFO,26DEC2024,OPTSTK
100039,IDFCFIRSTB26DEC2473PE,IDFCFIRSTB,NFO,26DEC2024,OPTSTK
100028,IDFCFIRSTB26DEC2463CE,IDFCFIRSTB,NFO,26DEC2024,OPTSTK
100129,EXIDEIND26DEC24400CE,EXIDEIND,NFO,26DEC2024,OPTSTK
100321,JUBLFOOD30JAN25630PE,JUBLFOOD,NFO,30JAN2025,OPTSTK
100228,IDFCFIRSTB30JAN2556CE,IDFCFIRSTB,NFO,30JAN2025,OPTSTK
100180,EXIDEIND26DEC24560CE,EXIDEIND,NFO,26DEC2024,OPTSTK
100325,JUBLFOOD30JAN25670PE,JUBLFOOD,NFO,30JAN2025,OPTSTK
100378,JUBLFOOD27FEB25620CE,JUBLFOOD,NFO,27FEB2025,OPTSTK
100379,IEX26DEC24152.5CE,IEX,NFO,26DEC2024,OPTSTK
100380,IEX26DEC24152.5PE,IEX,NFO,26DEC2024,OPTSTK
100556,FEDERALBNK26DEC24215CE,FEDERALBNK,NFO,26DEC2024,OPTSTK
100417,IEX26DEC24207.5CE,IEX,NFO,26DEC2024,OPTSTK
100397,JUBLFOOD27FEB25680CE,JUBLFOOD,NFO,27FEB2025,OPTSTK
100400,IEX26DEC24187.5CE,IEX,NFO,26DEC2024,OPTSTK
100641,IEX30JAN25150CE,IEX,NFO,30JAN2025,OPTSTK
100658,KALYANKJIL26DEC24620CE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100670,KALYANKJIL26DEC24640PE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100654,IEX30JAN25165PE,IEX,NFO,30JAN2025,OPTSTK
100679,FEDERALBNK26DEC24235PE,FEDERALBNK,NFO,26DEC2024,OPTSTK
100737,IGL26DEC24430CE,IGL,NFO,26DEC2024,OPTSTK
100716,IGL26DEC24270PE,IGL,NFO,26DEC2024,OPTSTK
100695,IEX30JAN25220PE,IEX,NFO,30JAN2025,OPTSTK
100785,KALYANKJIL26DEC24840PE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100760,KALYANKJIL26DEC24780CE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100770,KALYANKJIL26DEC24790CE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100755,KALYANKJIL26DEC24750PE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100871,KALYANKJIL30JAN25720CE,KALYANKJIL,NFO,30JAN2025,OPTSTK
100868,KALYANKJIL30JAN25700PE,KALYANKJIL,NFO,30JAN2025,OPTSTK
100882,KALYANKJIL30JAN25770PE,KALYANKJIL,NFO,30JAN2025,OPTSTK
100916,IGL30JAN25300PE,IGL,NFO,30JAN2025,OPTSTK
101084,INDHOTEL26DEC24870CE,INDHOTEL,NFO,26DEC2024,OPTSTK
101051,INDHOTEL26DEC24770PE,INDHOTEL,NFO,26DEC2024,OPTSTK
100996,IGL30JAN25480PE,IGL,NFO,30JAN2025,OPTSTK
101035,INDHOTEL26DEC24610PE,INDHOTEL,NFO,26DEC2024,OPTSTK
101357,KEI26DEC245000PE,KEI,NFO,26DEC2024,OPTSTK
101345,INDIAMART26DEC242450PE,INDIAMART,NFO,26DEC2024,OPTSTK
101328,KEI26DEC244600CE,KEI,NFO,26DEC2024,OPTSTK
101329,KEI26DEC244600PE,KEI,NFO,26DEC2024,OPTSTK
101361,KEI26DEC245200PE,KEI,NFO,26DEC2024,OPTSTK
101402,KEI30JAN254100CE,KEI,NFO,30JAN2025,OPTSTK
101422,KEI30JAN254700CE,KEI,NFO,30JAN2025,OPTSTK
101433,KEI30JAN254900CE,KEI,NFO,30JAN2025,OPTSTK
101468,INDIAMART30JAN252800PE,INDIAMART,NFO,30JAN2025,OPTSTK
101469,INDIAMART30JAN252900CE,INDIAMART,NFO,30JAN2025,OPTSTK
101457,INDIAMART30JAN252400CE,INDIAMART,NFO,30JAN2025,OPTSTK
101442,INDIAMART30JAN251900PE,INDIAMART,NFO,30JAN2025,OPTSTK
101547,INDIGO26DEC244250CE,INDIGO,NFO,26DEC2024,OPTSTK
101563,INDIGO26DEC244850CE,INDIGO,NFO,26DEC2024,OPTSTK
101558,INDIGO26DEC244550PE,INDIGO,NFO,26DEC2024,OPTSTK
101560,INDIGO26DEC244650PE,INDIGO,NFO,26DEC2024,OPTSTK
101687,INDIGO30JAN253800PE,INDIGO,NFO,30JAN2025,OPTSTK
101675,KOTAKBANK30JAN251820CE,KOTAKBANK,NFO,30JAN2025,OPTSTK
101566,KEI27FEB253800PE,KEI,NFO,27FEB2025,OPTSTK
101567,KEI27FEB254000CE,KEI,NFO,27FEB2025,OPTSTK
101822,INDIGO30JAN254800CE,INDIGO,NFO,30JAN2025,OPTSTK
101795,GAIL26DEC24200PE,GAIL,NFO,26DEC2024,OPTSTK
101796,GAIL26DEC24205CE,GAIL,NFO,26DEC2024,OPTSTK
101688,INDIGO30JAN253900CE,INDIGO,NFO,30JAN2025,OPTSTK
101936,INDUSINDBK26DEC24980PE,INDUSINDBK,NFO,26DEC2024,OPTSTK
101927,KOTAKBANK27FEB251680CE,KOTAKBANK,NFO,27FEB2025,OPTSTK
101843,INDIGO30JAN255100PE,INDIGO,NFO,30JAN2025,OPTSTK
101829,GAIL26DEC24245PE,GAIL,NFO,26DEC2024,OPTSTK
102229,INDUSINDBK30JAN25960PE,INDUSINDBK,NFO,30JAN2025,OPTSTK
101953,KOTAKBANK27FEB252080CE,KOTAKBANK,NFO,27FEB2025,OPTSTK
102012,INDUSINDBK26DEC241220CE,INDUSINDBK,NFO,26DEC2024,OPTSTK
102112,KPITTECH26DEC241200CE,KPITTECH,NFO,26DEC2024,OPTSTK
102232,INDUSINDBK30JAN251040CE,INDUSINDBK,NFO,30JAN2025,OPTSTK
102236,INDUSINDBK30JAN251120CE,INDUSINDBK,NFO,30JAN2025,OPTSTK
102241,INDUSINDBK30JAN251200PE,INDUSINDBK,NFO,30JAN2025,OPTSTK
102284,INDUSTOWER26DEC24390CE,INDUSTOWER,NFO,26DEC2024,OPTSTK
102373,KPITTECH30JAN251160PE,KPITTECH,NFO,30JAN2025,OPTSTK
102409,INDUSTOWER30JAN25360CE,INDUSTOWER,NFO,30JAN2025,OPTSTK
102418,KPITTECH30JAN251240PE,KPITTECH,NFO,30JAN2025,OPTSTK
102403,INDUSTOWER30JAN25300CE,INDUSTOWER,NFO,30JAN2025,OPTSTK
102484,KPITTECH30JAN251360PE,KPITTECH,NFO,30JAN2025,OPTSTK
102588,KPITTECH30JAN251440PE,KPITTECH,NFO,30JAN2025,OPTSTK
102590,KPITTECH30JAN251460CE,KPITTECH,NFO,30JAN2025,OPTSTK
102542,INFY26DEC241820PE,INFY,NFO,26DEC2024,OPTSTK
102600,KPITTECH30JAN251480CE,KPITTECH,NFO,30JAN2025,OPTSTK
102619,KPITTECH30JAN251500CE,KPITTECH,NFO,30JAN2025,OPTSTK
102622,KPITTECH30JAN251520PE,KPITTECH,NFO,30JAN2025,OPTSTK
102629,KPITTECH30JAN251600CE,KPITTECH,NFO,30JAN2025,OPTSTK
102630,KPITTECH30JAN251600PE,KPITTECH,NFO,30JAN2025,OPTSTK
102632,KPITTECH30JAN251620PE,KPITTECH,NFO,30JAN2025,OPTSTK
102645,KPITTECH30JAN251760CE,KPITTECH,NFO,30JAN2025,OPTSTK
102682,GLENMARK26DEC241440PE,GLENMARK,NFO,26DEC2024,OPTSTK
100030,IDFCFIRSTB26DEC2465CE,IDFCFIRSTB,NFO,26DEC2024,OPTSTK
100031,IDFCFIRSTB26DEC2465PE,IDFCFIRSTB,NFO,26DEC2024,OPTSTK
100032,IDFCFIRSTB26DEC2467CE,IDFCFIRSTB,NFO,26DEC2024,OPTSTK
100025,IDFCFIRSTB26DEC2459PE,IDFCFIRSTB,NFO,26DEC2024,OPTSTK
100138,JSWSTEEL27FEB25920PE,JSWSTEEL,NFO,27FEB2025,OPTSTK
100155,JSWSTEEL27FEB251000PE,JSWSTEEL,NFO,27FEB2025,OPTSTK
100140,JSWSTEEL27FEB25940PE,JSWSTEEL,NFO,27FEB2025,OPTSTK
100233,IDFCFIRSTB30JAN2556PE,IDFCFIRSTB,NFO,30JAN2025,OPTSTK
100234,IDFCFIRSTB30JAN2558CE,IDFCFIRSTB,NFO,30JAN2025,OPTSTK
100237,IDFCFIRSTB30JAN2560PE,IDFCFIRSTB,NFO,30JAN2025,OPTSTK
100239,IDFCFIRSTB30JAN2562PE,IDFCFIRSTB,NFO,30JAN2025,OPTSTK
100256,IDFCFIRSTB30JAN2580CE,IDFCFIRSTB,NFO,30JAN2025,OPTSTK
100385,IEX26DEC24162.5PE,IEX,NFO,26DEC2024,OPTSTK
100337,JUBLFOOD30JAN25790PE,JUBLFOOD,NFO,30JAN2025,OPTSTK
100320,JUBLFOOD30JAN25630CE,JUBLFOOD,NFO,30JAN2025,OPTSTK
100330,JUBLFOOD30JAN25730CE,JUBLFOOD,NFO,30JAN2025,OPTSTK
100405,IEX26DEC24192.5PE,IEX,NFO,26DEC2024,OPTSTK
100401,IEX26DEC24187.5PE,IEX,NFO,26DEC2024,OPTSTK
100396,JUBLFOOD27FEB25660PE,JUBLFOOD,NFO,27FEB2025,OPTSTK
100387,IEX26DEC24167.5PE,IEX,NFO,26DEC2024,OPTSTK
100407,JUBLFOOD27FEB25720CE,JUBLFOOD,NFO,27FEB2025,OPTSTK
100409,IEX26DEC24197.5CE,IEX,NFO,26DEC2024,OPTSTK
100432,JUBLFOOD27FEB25780PE,JUBLFOOD,NFO,27FEB2025,OPTSTK
100539,FEDERALBNK26DEC24175PE,FEDERALBNK,NFO,26DEC2024,OPTSTK
100542,FEDERALBNK26DEC24185CE,FEDERALBNK,NFO,26DEC2024,OPTSTK
100552,FEDERALBNK26DEC24205CE,FEDERALBNK,NFO,26DEC2024,OPTSTK
100547,FEDERALBNK26DEC24195PE,FEDERALBNK,NFO,26DEC2024,OPTSTK
100640,IEX30JAN25145PE,IEX,NFO,30JAN2025,OPTSTK
100697,IEX30JAN25225CE,IEX,NFO,30JAN2025,OPTSTK
100680,IEX30JAN25195PE,IEX,NFO,30JAN2025,OPTSTK
100657,IEX30JAN25175CE,IEX,NFO,30JAN2025,OPTSTK
100673,IEX30JAN25190CE,IEX,NFO,30JAN2025,OPTSTK
100700,KALYANKJIL26DEC24680PE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100718,IGL26DEC24290PE,IGL,NFO,26DEC2024,OPTSTK
100740,KALYANKJIL26DEC24720CE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100744,IGL26DEC24470PE,IGL,NFO,26DEC2024,OPTSTK
100750,KALYANKJIL26DEC24730PE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100756,KALYANKJIL26DEC24760CE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100774,KALYANKJIL26DEC24800CE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100777,KALYANKJIL26DEC24810PE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100876,KALYANKJIL30JAN25740PE,KALYANKJIL,NFO,30JAN2025,OPTSTK
100865,KALYANKJIL30JAN25690CE,KALYANKJIL,NFO,30JAN2025,OPTSTK
100836,IGL30JAN25280CE,IGL,NFO,30JAN2025,OPTSTK
100855,KALYANKJIL30JAN25640CE,KALYANKJIL,NFO,30JAN2025,OPTSTK
100884,KALYANKJIL30JAN25780PE,KALYANKJIL,NFO,30JAN2025,OPTSTK
100880,KALYANKJIL30JAN25760PE,KALYANKJIL,NFO,30JAN2025,OPTSTK
100886,KALYANKJIL30JAN25790PE,KALYANKJIL,NFO,30JAN2025,OPTSTK
100975,IGL30JAN25400PE,IGL,NFO,30JAN2025,OPTSTK
100991,IGL30JAN25440PE,IGL,NFO,30JAN2025,OPTSTK
101050,INDHOTEL26DEC24770CE,INDHOTEL,NFO,26DEC2024,OPTSTK
101040,INDHOTEL26DEC24670CE,INDHOTEL,NFO,26DEC2024,OPTSTK
101048,INDHOTEL26DEC24750CE,INDHOTEL,NFO,26DEC2024,OPTSTK
101269,INDHOTEL30JAN25880PE,INDHOTEL,NFO,30JAN2025,OPTSTK
101272,INDHOTEL30JAN25960CE,INDHOTEL,NFO,30JAN2025,OPTSTK
101253,KEI26DEC243900PE,KEI,NFO,26DEC2024,OPTSTK
101181,INDHOTEL30JAN25720PE,INDHOTEL,NFO,30JAN2025,OPTSTK
101273,INDHOTEL30JAN25960PE,INDHOTEL,NFO,30JAN2025,OPTSTK
101330,KEI26DEC244700CE,KEI,NFO,26DEC2024,OPTSTK
101334,INDIAMART26DEC242050PE,INDIAMART,NFO,26DEC2024,OPTSTK
101335,INDIAMART26DEC242150CE,INDIAMART,NFO,26DEC2024,OPTSTK
101344,INDIAMART26DEC242450CE,INDIAMART,NFO,26DEC2024,OPTSTK
101447,INDIAMART30JAN252100CE,INDIAMART,NFO,30JAN2025,OPTSTK
101450,KEI30JAN255200CE,KEI,NFO,30JAN2025,OPTSTK
101432,KEI30JAN254800PE,KEI,NFO,30JAN2025,OPTSTK
101540,INDIGO26DEC243850PE,INDIGO,NFO,26DEC2024,OPTSTK
101461,INDIAMART30JAN252500CE,INDIAMART,NFO,30JAN2025,OPTSTK
101667,KOTAKBANK30JAN251660CE,KOTAKBANK,NFO,30JAN2025,OPTSTK
101597,KEI27FEB255600PE,KEI,NFO,27FEB2025,OPTSTK
101686,INDIGO30JAN253800CE,INDIGO,NFO,30JAN2025,OPTSTK
101769,GAIL26DEC24160PE,GAIL,NFO,26DEC2024,OPTSTK
101783,GAIL26DEC24185PE,GAIL,NFO,26DEC2024,OPTSTK
101775,GAIL26DEC24175PE,GAIL,NFO,26DEC2024,OPTSTK
101792,GAIL26DEC24200CE,GAIL,NFO,26DEC2024,OPTSTK
101802,INDIGO30JAN254200PE,INDIGO,NFO,30JAN2025,OPTSTK
101803,GAIL26DEC24210PE,GAIL,NFO,26DEC2024,OPTSTK
101807,GAIL26DEC24215PE,GAIL,NFO,26DEC2024,OPTSTK
101818,INDIGO30JAN254700CE,INDIGO,NFO,30JAN2025,OPTSTK
101827,GAIL26DEC24240PE,GAIL,NFO,26DEC2024,OPTSTK
101841,INDIGO30JAN255000PE,INDIGO,NFO,30JAN2025,OPTSTK
101845,INDIGO30JAN255200PE,INDIGO,NFO,30JAN2025,OPTSTK
102184,KPITTECH26DEC241300PE,KPITTECH,NFO,26DEC2024,OPTSTK
102116,KPITTECH26DEC241240CE,KPITTECH,NFO,26DEC2024,OPTSTK
102120,KPITTECH26DEC241280CE,KPITTECH,NFO,26DEC2024,OPTSTK
102104,KPITTECH26DEC241160CE,KPITTECH,NFO,26DEC2024,OPTSTK
102187,KPITTECH26DEC241340CE,KPITTECH,NFO,26DEC2024,OPTSTK
102209,KPITTECH26DEC241480PE,KPITTECH,NFO,26DEC2024,OPTSTK
102210,KPITTECH26DEC241500CE,KPITTECH,NFO,26DEC2024,OPTSTK
102226,INDUSINDBK30JAN25920CE,INDUSINDBK,NFO,30JAN2025,OPTSTK
102228,INDUSINDBK30JAN25960CE,INDUSINDBK,NFO,30JAN2025,OPTSTK
102294,KPITTECH26DEC241580CE,KPITTECH,NFO,26DEC2024,OPTSTK
102281,INDUSTOWER26DEC24350PE,INDUSTOWER,NFO,26DEC2024,OPTSTK
102282,INDUSTOWER26DEC24370CE,INDUSTOWER,NFO,26DEC2024,OPTSTK
102297,KPITTECH26DEC241600PE,KPITTECH,NFO,26DEC2024,OPTSTK
102306,KPITTECH26DEC241680CE,KPITTECH,NFO,26DEC2024,OPTSTK
102405,INDUSTOWER30JAN25320CE,INDUSTOWER,NFO,30JAN2025,OPTSTK
102402,INDUSTOWER30JAN25280PE,INDUSTOWER,NFO,30JAN2025,OPTSTK
102408,INDUSTOWER30JAN25340PE,INDUSTOWER,NFO,30JAN2025,OPTSTK
102482,KPITTECH30JAN251340PE,KPITTECH,NFO,30JAN2025,OPTSTK
102448,KPITTECH30JAN251280CE,KPITTECH,NFO,30JAN2025,OPTSTK
102434,INDUSTOWER30JAN25420CE,INDUSTOWER,NFO,30JAN2025,OPTSTK
102512,INFY26DEC241580PE,INFY,NFO,26DEC2024,OPTSTK
102591,KPITTECH30JAN251460PE,KPITTECH,NFO,30JAN2025,OPTSTK
102586,KPITTECH30JAN251440CE,KPITTECH,NFO,30JAN2025,OPTSTK
102627,KPITTECH30JAN251580CE,KPITTECH,NFO,30JAN2025,OPTSTK
102676,GLENMARK26DEC241320PE,GLENMARK,NFO,26DEC2024,OPTSTK
102678,GLENMARK26DEC241360PE,GLENMARK,NFO,26DEC2024,OPTSTK
100037,IDFCFIRSTB26DEC2471PE,IDFCFIRSTB,NFO,26DEC2024,OPTSTK
100130,EXIDEIND26DEC24400PE,EXIDEIND,NFO,26DEC2024,OPTSTK
100122,EXIDEIND26DEC24360PE,EXIDEIND,NFO,26DEC2024,OPTSTK
100149,EXIDEIND26DEC24480CE,EXIDEIND,NFO,26DEC2024,OPTSTK
100144,JSWSTEEL27FEB25960PE,JSWSTEEL,NFO,27FEB2025,OPTSTK
100167,JSWSTEEL27FEB251120CE,JSWSTEEL,NFO,27FEB2025,OPTSTK
100241,IDFCFIRSTB30JAN2564PE,IDFCFIRSTB,NFO,30JAN2025,OPTSTK
100244,IDFCFIRSTB30JAN2568CE,IDFCFIRSTB,NFO,30JAN2025,OPTSTK
100236,IDFCFIRSTB30JAN2560CE,IDFCFIRSTB,NFO,30JAN2025,OPTSTK
100250,IDFCFIRSTB30JAN2574CE,IDFCFIRSTB,NFO,30JAN2025,OPTSTK
100316,JUBLFOOD30JAN25590CE,JUBLFOOD,NFO,30JAN2025,OPTSTK
100319,JUBLFOOD30JAN25610PE,JUBLFOOD,NFO,30JAN2025,OPTSTK
100323,JUBLFOOD30JAN25650PE,JUBLFOOD,NFO,30JAN2025,OPTSTK
100334,JUBLFOOD30JAN25770CE,JUBLFOOD,NFO,30JAN2025,OPTSTK
100375,JUBLFOOD27FEB25580PE,JUBLFOOD,NFO,27FEB2025,OPTSTK
100408,JUBLFOOD27FEB25720PE,JUBLFOOD,NFO,27FEB2025,OPTSTK
100390,IEX26DEC24177.5CE,IEX,NFO,26DEC2024,OPTSTK
100559,FEDERALBNK26DEC24220PE,FEDERALBNK,NFO,26DEC2024,OPTSTK
100548,FEDERALBNK26DEC24200CE,FEDERALBNK,NFO,26DEC2024,OPTSTK
100543,FEDERALBNK26DEC24185PE,FEDERALBNK,NFO,26DEC2024,OPTSTK
100541,FEDERALBNK26DEC24180PE,FEDERALBNK,NFO,26DEC2024,OPTSTK
100644,IEX30JAN25155PE,IEX,NFO,30JAN2025,OPTSTK
100649,IEX30JAN25160CE,IEX,NFO,30JAN2025,OPTSTK
100656,IEX30JAN25170PE,IEX,NFO,30JAN2025,OPTSTK
100660,IEX30JAN25175PE,IEX,NFO,30JAN2025,OPTSTK
100671,KALYANKJIL26DEC24650CE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100672,KALYANKJIL26DEC24650PE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100665,IEX30JAN25185CE,IEX,NFO,30JAN2025,OPTSTK
100678,KALYANKJIL26DEC24670CE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100688,IEX30JAN25205PE,IEX,NFO,30JAN2025,OPTSTK
100729,IGL26DEC24370PE,IGL,NFO,26DEC2024,OPTSTK
100720,IGL26DEC24310PE,IGL,NFO,26DEC2024,OPTSTK
100713,KALYANKJIL26DEC24700CE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100731,KALYANKJIL26DEC24710CE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100739,KALYANKJIL26DEC24710PE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100762,KALYANKJIL26DEC24780PE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100753,KALYANKJIL26DEC24740PE,KALYANKJIL,NFO,26DEC2024,OPTSTK
100778,KALYANKJIL26DEC24820CE,KALYANKJIL,NFO,26DEC2024,OPTSTK
